exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-125,داده اند کهsolid ساله که به علت لمس توده ای در پستان تحت سونوگرافی و ماموگرافی قرار گرفته تشخیص توده37 خانم (2020 برک نواک) سانتی متری بوده است قدم بعدی چیست؟3.5 منطبق بر فیبروآدنومای,Core needle biopsy,ماه آینده6 تکرار اولتراسوند در,تودهExcision,جھت بررسی تکمیلیMRI انجام,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-126,در قدام و خونریزی رحم و منوراژی شدید و عدم پاسخ به درمان طبیFIGO3-6CM با یک فیبروم G3L3 ساله33 بیماری برک نواک) انتخاب مناسب کدام است؟ .و موثر غیر تھاجمی برای جایگزینی ھیسترکتومی است خواھان استفاده از روشی ایمن (2020,HIFU (high intensity focused ultrasound),رزکشن اندومتر,آمبولیزاسیون عروق رحم,NOVASURE ابلیشن اندومتر,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-127,برای کاھش احتمال آریتمی قلبی حین . استEP ساله با سابقه آریتمی قلبی کاندیدای لاپاراسکوپیک سالپنژکتومی بدلیل32بیماری (2020 برک نواک) جراحی کدام گزینه صحیح است؟,جھت اتساع شکم CO2 به جای N2O استفاده از گاز,12mmHg نگھداشتن فشار داخل شکم زیر,انجام جراحی اندوسکوپیک در این بیمار منع می شود,درمان خاصی حین یا بعد عمل لازم ندارد,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-128,بیمار سابقه . روز بعد از لاپاراسکوپیک رادیکال ھیسترکتومی و لنف آدنکتومی با تب و درد ناحیه کلیه مراجعه می کند4 بیماری شده و بافت خوبی ندارد، کدام ایسکمیک ( Mid ureter) در ھنگام لاپاراسکوپی مجدد، حالب درقسمت میدیورتر .شن کلیه دارد (2024 تلیندز) گزینه برای ترمیم مناسب تر است؟,بواری فلپ,پیوند حالب به مثانه,اناستاموز حالب به حالب,اناستاموز حالب به حالب مقابل,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-129,ساله را از طریق برش مک برنی باز می کند و متوجه درگیری آپاندیس با20 جراح عمومی با علائم آپاندیسیت شکم بیماری با شما مشاوره می شود .اندومتریوز و التھاب شدید و اندومتریومای تخمدان راست می شود و کولدو ساک چسبندگی شدید دارد (2024 تلیندز) توصیه صحیح کدام است؟,فقط آپاندیس را بردارد,بدون دستکاری شکم را ببندد,برش را وسیع کند و جراحی کامل انجام شود,آپاندیس و اندومتریوما را عمل کند,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-130,برای درمان .ادم دارد +۲ در معاینه . ساله با سابقه فشار خون کنترل شده از تعداد دفعات مکرر ادرار شبانه شاکی است۶۹ خانم (2020 برک نواک) این بیمار کدام داروی زیر کم خطر است؟,دسموپرسین,آنتی کولینرژیک,ایمی پرامین,بتانکول,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-131,ساله با سابقه دیابت و فشار خون که ھفته قبل تروما به وولو داشته است با درد ناحیه وولو و تب و حال عمومی بد به۷۰ خانمی و ناحیه ای در وولو ادم شدید و سیاھی پوست که90/60 و فشار خون۱۲۰ در معاینه نبض.اورژانس ارجاع داده شده است (2024 تلیندز) کدام اقدام برای بیمار صحیح است؟ .حساس و دردناک و مرکز آن ضایعه بی حس و سیاه است,.انتقال به اتاق عمل شود پس از تجویز انتی بیوتیک,بستری در آی سی یو و درمان کنسرواتیو و کنترل روزانه,انسزیون ناحیه وولو در اورژانس و پانسمان وتجویز آنتی بیوتیک مناسب,تجویز آنتی بیوتیک وسیع الطیف برای سه روز و مراجعه بعدی,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-132,تری وی سابقه .بعلت فیبرم قرار گرفته است و تمایل به ھورمون درمانی دارد TAH+BSO ساله چند ماه پیش تحت52 بیمار (2020 اسپیروف) کدامیک از روشھای زیر مناسب است ؟ . گلیسیرید بالا دارد,ایمپلنت استرادیول,واژینال استرادیول,استروژن ترانس درمال,کاندید مناسبی برای ھورمون درمانی نیست,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-133,برنامه ریزی جھت . ساله به دلیل ضایعه ای مشکوک به بدخیمی در ناحیه تحتانی واژن کاندید عمل جراحی می باشد43 خانمی (2020 برک نواک) برداشتن کدام دسته گره ھای لنفاوی ضروری است؟,لترال ساکرال,اینگوینال,رکتال,اوبتوراتور,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-134,.ھیسترکتومی و ساکروکولپوپکسی قرار می گیرد ساله به علت خونریزی مقاوم به درمان و بی اختیاری ادرار تحت عمل۴۸ خانم جراح پس از برداشتن رحم و ھنگام فیکس کردن مش روی.او سابقه فشارخون کنترل شده واستیوپوروز در حال درمان دارد پرومنتوار با نخ نایلون سوزن کات متوجه خونریزی شدید چپ لگن می شود و اقدام به کنترل خونریزی با کوتر و سوچور می کند در مورد خروج پک کدام اقدام زیر را.ولی موفق نمی شود و بیمار خون زیادی از دست می دھد و تصمیم به پک کردن لگن می گیرد (2024 تلیندز) صحیح می دانید؟,ساعت صبر کرده و پک را خارج و با گذاشتن دو درن شکم بسته شود۲,شکم بسته و روز بعد بیمار به اتاق عمل منتقل و پک خارج شود,ساعت بعد پک خارج شود۴۸ بھتر است پک طوری قرار گیرد که انتھای آن از داخل واژن خارج و فقط پوست بسته و,بھتر است فقط فاشیا بسته وکیسه فشار منفی روی شکم قرار گیرد,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-135,احتمال بروز کدام یک از عوارض ذیل در وی افزایش .در آزمایشات خانم باردار گیاه خوار کمبود شدید روی گزارش شده است (2022 ویلیامز) می یابد؟,اختلال نورولوژیک,تاخیر در ترمیم زخم,بروز پره اکلامپسی,زایمان زودرس,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-136,احتمال بروز کدامیک از عوارض ذیل در اثر مصرف این گروه . استSSRI خانمی باردار تحت نظر روانپزشک تحت درمان با (2022 ویلیامز) داروھا وجود دارد؟,ماھه اول3 سقط,نقایص لوله عصبی,اختلال رشد داخل رحمی,علائم قطع ناگھانی دارو در نوزاد,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-137,در معاینه. ساله دو روز پس از عمل رادیکال ھیسترکتومی دچار درد طرف راست قفسه صدری و تنگی نفس شده است۶۴ خانم بھترین اقدام اولیه. سردی انتھاھا و ادم و ژوگولار ھای برجسته وجود دارد۱۴۰ روی نبض و تاکیکاردیmmHg ۶۰فشارخون (2024 تلیندز) کدام است؟,تزریق کریستالویید تا آماده شدن فراورده ھای خونی,انتقال بیمار به اتاق عمل و لاپاروتومی,شکم و لگن CT Scan انجام,حمایت عملکردی قلب با داروھای وازواکتیو و محدود کردن مایعات,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-138,در مادر باردار که قرص آھن و مکمل ھای ویتامین مصرف می کند سطح سرمی کدام یک از موارد زیر در مادر بیشتر از جنین (2022 ویلیامز) است؟,Vitamin A,Vitamin C,Vitamin D,آھن,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-139,دو فولیکولpick up در روز . وارد سیکل آنتاگونیست شده استmale factor در ھر تخمدان وAFC=2 ساله با44 خانم بھترین اقدام کدام است؟ . شده و ھربار فقط یک جنین فریز داشته استART بار وارد سیکل2 در سابقه .کشیده شده است (2020 اسپیروف),تکرار سیکل ھای متوالی و اضافه کردن جنین,مجدد تخمدان در ادامه ھمین سیکلstimulation,و انتقال جنینPGD,واحد در سیکل بعدی450 افزایش دوز گنادوتروپین به,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-140,کدام وضعیت سبب ایجاد این عارضه . ساله پس از زایمان دچار گزگز و مورمور در ناحیه لابیا و کلیتوریس شده است31 خانمی (2022 ویلیامز) می گردد؟,کشش عصب پودندال خلف لیگامان ساکرواسپاینوس,تحت فشار قرار گرفتن عصب رکتال تحتانی,کشیده شدن شاخه ھای خلفی عصب فمورال در پوزیشن لیتوتومی,ایسکمی عصب ایلیواینگوینال,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-141,"توده تشخیص با و گرفته قرار بررسی مورد وزن کاھش و زودرس سیری و قبل ماه چند از شکم درد بعلت ویرجین ساله ۲۰ خانم نرمال CA125,AFP, BHCG,LDH مارکرھای تومور ، گردیده ارجاع لگن در اسیت با ھمراه لگن و شکم در کیستیک -سالید ارجح درمان .باشد می ۱ گرید ایمچورتراتومای از حاکی ،لگنی ایمپلنت و راست طرف سالپنگوافورکتومی پاتولوژی .باشند می (2020 برک نواک) است؟ کدام",مرحله بندی و جراحی کاھنده کامل تومور,تخمدان مقابل بیوپسی مرحله بندی و,BEP شیمی درمانی با رژیم,فالواپ,
board_1403.jsonl,OBGYN-1403-BOARD-GENERAL-142,تورشن احتمال و راست ادنکس در سیستیک سالید توده وجود بعلت ، است کرده مراجعه شکم درد با ھفته ۲۴ حامله ساله ۲۸ خانم پاتولوژی گزارش . بوده پاره داشت تورشن دور دو که تخمدانی توده جدار ، داشته خونی مایع شکم در ، است شده لاپارتومی برک) باشد؟ می کدام یک از موارد زیر مناسب درمان .باشد می کپسول گرفتاری با دیس ژرمینوما از حاکی سالپنگواوفورکتومی (2020 نواک,LDH ادامه حاملگی و پیگیری با,ختم بارداری و شیمی درمانی,شیمی درمانی و ادامه حاملگی,جراحی مرحله بندی و برنامه ریزی درمانی براساس آن,
